Episode,Published,Views,Likes,Comments,ID,Time (sec),URL
"♫ ""Collapse"" by Sean and Dean Kiner - Instrumental Music - Extra History",2017-08-12,318157,3320,183,nzK62clVNdc,67.0,https://www.youtube.com/watch?v=nzK62clVNdc
Saragarhi - The Last Stand - Extra History,2017-08-05,2973755,83009,7626,lFfHp83Xm04,521.0,https://www.youtube.com/watch?v=lFfHp83Xm04
D-Day - Lies - Extra History,2017-08-01,615310,6013,266,x-dHHyeOrAY,2143.0,https://www.youtube.com/watch?v=x-dHHyeOrAY
The Alphabet - Origins of Writing - Extra History,2017-07-29,1028926,22504,1180,yPrcfawo9UM,373.0,https://www.youtube.com/watch?v=yPrcfawo9UM
The Bronze Age Collapse - Systems Collapse - Extra History - Part 4,2017-07-15,1885283,46294,2663,3HaqpSPVhW8,618.0,https://www.youtube.com/watch?v=3HaqpSPVhW8
The Bronze Age Collapse - Fire and Sword - Extra History - Part 3,2017-07-08,2119666,39205,2195,y-8uv4D7cOE,490.0,https://www.youtube.com/watch?v=y-8uv4D7cOE
The Bronze Age Collapse - The Wheel and the Rod - Extra History - Part 2,2017-07-01,2475792,42897,1657,QMBM1qazAXE,517.0,https://www.youtube.com/watch?v=QMBM1qazAXE
D-Day 4: The Atlantic Wall | WW2 | Extra History,2017-06-29,3838230,52510,1662,KxFliX-w6kI,649.0,https://www.youtube.com/watch?v=KxFliX-w6kI
The Bronze Age Collapse - Before the Storm - Extra History - Part 1,2017-06-24,3697895,61873,2650,KkMP328eU5Q,466.0,https://www.youtube.com/watch?v=KkMP328eU5Q
D-Day 3: La Résistance | WW2 | Extra History,2017-06-20,3271687,47773,1947,EyPLDItxGgA,574.0,https://www.youtube.com/watch?v=EyPLDItxGgA
"♫ ""Article 11"" by Sean and Dean Kiner - Instrumental Music - Extra History",2017-06-17,183640,1835,127,RaBNaJAcyzE,86.0,https://www.youtube.com/watch?v=RaBNaJAcyzE
The Articles of Confederation - Lies - Extra History,2017-06-17,288866,3206,276,nr9NsS2FDIA,2468.0,https://www.youtube.com/watch?v=nr9NsS2FDIA
D-Day 2: The Secret War | WW2 | Extra History,2017-06-13,4287640,56054,2429,a3w9pmvpyDM,664.0,https://www.youtube.com/watch?v=a3w9pmvpyDM
Kamehameha the Great - Law of the Splintered Paddle - Extra History - Part 2,2017-06-10,1674303,30835,1199,lY8c8jDPSgE,635.0,https://www.youtube.com/watch?v=lY8c8jDPSgE
D-Day 1: The Great Crusade | WW2 | Extra History,2017-06-06,7926119,98975,4490,-KY1pDLulF4,626.0,https://www.youtube.com/watch?v=-KY1pDLulF4
Kamehameha the Great - The Lonely One - Extra History - Part 1,2017-06-03,2413799,42459,3261,yIfgic6W09Y,552.0,https://www.youtube.com/watch?v=yIfgic6W09Y
Hunting the Bismarck 4: Sink the Bismarck | WW2 | Extra History,2017-06-01,2753940,47183,3648,cV0NNZbj2QI,564.0,https://www.youtube.com/watch?v=cV0NNZbj2QI
The Articles of Confederation - Constitutional Convention - Extra History - Part 4,2017-05-27,1325837,24105,1029,wds6kpbpLlA,676.0,https://www.youtube.com/watch?v=wds6kpbpLlA
Hunting the Bismarck 3: A Chance to Strike | WW2 | Extra History,2017-05-25,2852185,40645,1650,OJeI5_9c29s,704.0,https://www.youtube.com/watch?v=OJeI5_9c29s
The Articles of Confederation - Finding Finances - Extra History - Part 3,2017-05-20,1337339,21237,1191,nLvRJpDjxVk,605.0,https://www.youtube.com/watch?v=nLvRJpDjxVk
Hunting the Bismarck 2: The Mighty HMS Hood | WW2 | Extra History,2017-05-18,3279970,46468,2542,Kz8pmbytxoQ,665.0,https://www.youtube.com/watch?v=Kz8pmbytxoQ
The Articles of Confederation - Ratification - Extra History - Part 2,2017-05-13,1571495,20636,858,lPLA_VPMsUg,469.0,https://www.youtube.com/watch?v=lPLA_VPMsUg
Hunting the Bismarck 1: The Pride of Germany | WW2 | Extra History,2017-05-11,4911259,63916,4447,2CV1tvMYFRs,632.0,https://www.youtube.com/watch?v=2CV1tvMYFRs
The Articles of Confederation - Becoming the United States - Extra History - Part 1,2017-05-06,2824850,34493,1657,C6rHSiN0vKk,570.0,https://www.youtube.com/watch?v=C6rHSiN0vKk
"♫ ""Farewell to Greta"" by Sean and Dean Kiner - Instrumental Music - Extra History",2017-04-29,865092,10725,688,LPgSId5P6zE,151.0,https://www.youtube.com/watch?v=LPgSId5P6zE
Ned Kelly - Lies - Extra History,2017-04-29,341348,5335,561,arON4ofhKd8,2530.0,https://www.youtube.com/watch?v=arON4ofhKd8
Mary Anning - Princess of Paleontology - Extra History,2017-04-22,1129473,30791,1609,a-CW0B4YeBQ,575.0,https://www.youtube.com/watch?v=a-CW0B4YeBQ
Ned Kelly - The Iron Outlaw - Extra History - Part 5,2017-04-15,1477064,30432,2108,fBc0BnIHFbE,514.0,https://www.youtube.com/watch?v=fBc0BnIHFbE
Ned Kelly - Kelly Country - Extra History - Part 4,2017-04-08,1561585,26505,1145,S1qffXgDqNM,583.0,https://www.youtube.com/watch?v=S1qffXgDqNM
Ned Kelly - Shoot Out at Stringybark Creek - Extra History - Part 3,2017-04-01,1523434,24925,848,sZ2b9ys7ALI,569.0,https://www.youtube.com/watch?v=sZ2b9ys7ALI
Ned Kelly - Under Suspicion - Extra History - Part 2,2017-03-25,1768514,28334,1010,jry47Hf1y80,623.0,https://www.youtube.com/watch?v=jry47Hf1y80
Ned Kelly - Becoming a Bushranger - Extra History - Part 1,2017-03-18,2425236,37036,1547,a1WmidFwFzY,519.0,https://www.youtube.com/watch?v=a1WmidFwFzY
"♫ ""Ascension in C"" - Sean and Dean Kiner - Instrumental Music - Extra History",2017-03-11,543350,8581,347,sCv_hs8Yh1c,168.0,https://www.youtube.com/watch?v=sCv_hs8Yh1c
Catherine the Great - Lies - Extra History,2017-03-11,433244,8444,516,zmjLWS-JsWA,1359.0,https://www.youtube.com/watch?v=zmjLWS-JsWA
Catherine the Great - Succession - Extra History - Part 6,2017-03-04,2724633,54748,2341,zUBPhrnfoBo,511.0,https://www.youtube.com/watch?v=zUBPhrnfoBo
"Catherine the Great - Potemkin, Catherine's General, Advisor, and Lover - Extra History - Part 5",2017-02-25,3013602,57835,1687,6Gzss-iVd1g,604.0,https://www.youtube.com/watch?v=6Gzss-iVd1g
"Catherine the Great - Reforms, Rebellion, and Greatness - Extra History - Part 4",2017-02-18,3396790,55234,1571,yjk6nmntdDI,520.0,https://www.youtube.com/watch?v=yjk6nmntdDI
Catherine the Great - Empress Catherine at Last - Extra History - Part 3,2017-02-11,4243187,65909,2036,Gtlxbyzd7Vg,635.0,https://www.youtube.com/watch?v=Gtlxbyzd7Vg
Catherine the Great - Not Quite Empress Yet - Extra History - Part 2,2017-02-04,4456568,70082,1752,ObmkeDWQaus,535.0,https://www.youtube.com/watch?v=ObmkeDWQaus
Catherine the Great - Not Quite Catherine Yet - Extra History - Part 1,2017-01-28,7196840,106142,3021,r1-OC_4cx_o,498.0,https://www.youtube.com/watch?v=r1-OC_4cx_o
"♫ ""El Libertador"" - Sean and Dean Kiner - Instrumental Music - Extra History",2017-01-21,398077,4678,209,VS9tppSH_Ys,76.0,https://www.youtube.com/watch?v=VS9tppSH_Ys
Simón Bolívar - Lies - Extra History,2017-01-21,240735,4770,489,wl9GKgwoyxw,1138.0,https://www.youtube.com/watch?v=wl9GKgwoyxw
Simón Bolívar - All Good Things - Extra History - Part 6,2016-12-24,929139,20678,1329,x_M2LX980Aw,586.0,https://www.youtube.com/watch?v=x_M2LX980Aw
Dan Recommends - Find New Creators: Brain Food Edition,2016-12-23,120952,4797,456,lnVXMoCNPMg,570.0,https://www.youtube.com/watch?v=lnVXMoCNPMg
Dan Recommends - Find New Creators: Film and Movies Edition,2016-12-22,119720,4676,386,uJRk8F7VM-4,564.0,https://www.youtube.com/watch?v=uJRk8F7VM-4
Dan Recommends - Find New Creators: Video Games Edition,2016-12-21,235450,9591,786,HjGTQrsUOKM,478.0,https://www.youtube.com/watch?v=HjGTQrsUOKM
Simón Bolívar - Heavy is the Head - Extra History - Part 5,2016-12-17,959251,17466,611,90Chn1wgm_M,485.0,https://www.youtube.com/watch?v=90Chn1wgm_M
Simón Bolívar - Defeat is Not Surrender - Extra History - Part 4,2016-12-10,1146601,20088,810,Ie0IoiQQFKA,647.0,https://www.youtube.com/watch?v=Ie0IoiQQFKA
Suda51 Interview with James Portnow - Dreaming Big and Making It Happen,2016-12-09,41326,1472,156,wfXnyn1D1Uk,2246.0,https://www.youtube.com/watch?v=wfXnyn1D1Uk
Simón Bolívar - Leavings and Returns - Extra History - Part 3,2016-12-03,1187609,19650,856,WGW-kg0b9D0,523.0,https://www.youtube.com/watch?v=WGW-kg0b9D0
Simón Bolívar - Francisco de Miranda - Extra History - Part 2,2016-11-26,1479748,23910,872,N3vu2JYwxSY,648.0,https://www.youtube.com/watch?v=N3vu2JYwxSY
Simón Bolívar - Reverberations - Extra History - Part 1,2016-11-19,2184327,34092,2007,80b4ROFoaFY,485.0,https://www.youtube.com/watch?v=80b4ROFoaFY
"♫ ""Simple Gifts"" - Sean and Dean Kiner - Instrumental Music - Extra History",2016-11-12,267238,4367,226,jnBuj6madds,108.0,https://www.youtube.com/watch?v=jnBuj6madds
The History of Paper Money - Lies - Extra History,2016-11-12,390904,6595,965,s31ESRvR1p4,1823.0,https://www.youtube.com/watch?v=s31ESRvR1p4
Veterans Day - A Call to Armistice: Fundraising for War Child Charity - Extra History,2016-11-11,155145,5527,370,zbVXLgReUn8,398.0,https://www.youtube.com/watch?v=zbVXLgReUn8
The History of Paper Money - The Gold Standard - Extra History - Part 6,2016-11-05,1432458,30858,2005,GNo7MDN5-0g,600.0,https://www.youtube.com/watch?v=GNo7MDN5-0g
The History of Paper Money - Working out the Kinks - Extra History - Part 5,2016-10-29,1409667,23060,988,LrB9bS2VOLE,560.0,https://www.youtube.com/watch?v=LrB9bS2VOLE
The History of Paper Money - Lay Down the Law - Extra History - Part 4,2016-10-22,1564520,24700,990,lzH1p3t2oRE,516.0,https://www.youtube.com/watch?v=lzH1p3t2oRE
The History of Paper Money - Barebones Economy - Extra History - Part 3,2016-10-15,1725606,28143,1013,GKtNuzakzMA,452.0,https://www.youtube.com/watch?v=GKtNuzakzMA
The History of Paper Money - Not Just Noodles - Extra History - Part 2,2016-10-08,2058460,31490,1041,rPHTmGjoe2k,466.0,https://www.youtube.com/watch?v=rPHTmGjoe2k
The History of Paper Money - Origins of Exchange - Extra History - Part 1,2016-10-01,3243492,47135,2072,-nZkP2b-4vo,494.0,https://www.youtube.com/watch?v=-nZkP2b-4vo
"♫ ""Air and Light"" - Sean and Dean Kiner - Instrumental Music - Extra History",2016-09-24,242628,3208,230,e-k1PKbt5fI,108.0,https://www.youtube.com/watch?v=e-k1PKbt5fI
The Brothers Gracchi - Lies - Extra History,2016-09-24,276139,4539,422,UZhcMftzjMU,1050.0,https://www.youtube.com/watch?v=UZhcMftzjMU
Special: Extra Krudits - PAX 2016 (by Scott),2016-09-14,170734,8263,528,Vv1nUmED4As,232.0,https://www.youtube.com/watch?v=Vv1nUmED4As
The Brothers Gracchi - Gracchus the Elder - Prequel: In His Footsteps - Extra History - Part 6,2016-09-10,1090713,19444,708,cXRzijwTcGQ,694.0,https://www.youtube.com/watch?v=cXRzijwTcGQ
Baldur's Gate: Durlag's Tower - Part 5: Dungeon Master's Guide - Design Club,2016-09-09,205871,9111,579,1eRDvs72vjg,516.0,https://www.youtube.com/watch?v=1eRDvs72vjg
Baldur's Gate: Durlag's Tower - Part 4: Dungeon Master's Guide - Design Club,2016-09-08,210415,6418,227,KBLuhfTLp5Q,425.0,https://www.youtube.com/watch?v=KBLuhfTLp5Q
Baldur's Gate: Durlag's Tower - Part 3: Dungeon Master's Guide - Design Club,2016-09-07,234534,6571,239,wu3-BgmiID0,455.0,https://www.youtube.com/watch?v=wu3-BgmiID0
Baldur's Gate: Durlag's Tower - Part 2: Dungeon Master's Guide - Design Club,2016-09-06,262100,7968,336,2M3WgBaFm4E,433.0,https://www.youtube.com/watch?v=2M3WgBaFm4E
Baldur's Gate: Durlag's Tower - Part 1: Dungeon Master's Guide - Design Club,2016-09-05,383010,11725,748,XWgc20zbRXk,430.0,https://www.youtube.com/watch?v=XWgc20zbRXk
The Brothers Gracchi - The Final Fall - Extra History - Part 5,2016-09-03,1149422,20457,967,nfZWu6PsUHI,433.0,https://www.youtube.com/watch?v=nfZWu6PsUHI
Hiawatha - Government for the People - Extra History - Part 2,2016-09-01,1201959,29943,1476,RPtUSKKzBcM,614.0,https://www.youtube.com/watch?v=RPtUSKKzBcM
The Brothers Gracchi - Enter Gaius - Extra History - Part 4,2016-08-27,1294269,21325,542,WpL7xwCBM34,442.0,https://www.youtube.com/watch?v=WpL7xwCBM34
Hiawatha - The Great Law of Peace - Extra History - Part 1,2016-08-25,1847747,33717,1562,79RApCgwZFw,600.0,https://www.youtube.com/watch?v=79RApCgwZFw
The Brothers Gracchi - Ochlocracy - Extra History - Part 3,2016-08-20,1329767,20400,682,kpFmzkxd-HI,365.0,https://www.youtube.com/watch?v=kpFmzkxd-HI
The Brothers Gracchi - Populares - Extra History - Part 2,2016-08-13,1541721,22804,1128,FC2Hvg7RdSY,442.0,https://www.youtube.com/watch?v=FC2Hvg7RdSY
The Brothers Gracchi - How Republics Fall - Extra History - Part 1,2016-08-06,2249414,31470,1922,ODI1VOOoey0,508.0,https://www.youtube.com/watch?v=ODI1VOOoey0
Lindisfarne  - An Age Borne in Fire - Extra History,2016-07-30,1516297,28330,1838,qc_wCJd9DKw,377.0,https://www.youtube.com/watch?v=qc_wCJd9DKw
"♫ ""Waning Moon"" by Sean and Dean Kiner - Instrumental Music - Extra History",2016-07-23,391122,4655,224,BeBeJnqk6V0,80.0,https://www.youtube.com/watch?v=BeBeJnqk6V0
First Opium War - Lies - Extra History,2016-07-23,544318,7688,732,v9beMOxGOrk,1540.0,https://www.youtube.com/watch?v=v9beMOxGOrk
Urbino - The Light of Italy: Federico da Montefeltro - Extra History,2016-07-16,1677787,36378,1593,kAfNQ_XiPjQ,445.0,https://www.youtube.com/watch?v=kAfNQ_XiPjQ
First Opium War - Conflagration and Surrender - Extra History - Part 4,2016-07-09,3040126,46161,2913,s9WRmsHFUg0,514.0,https://www.youtube.com/watch?v=s9WRmsHFUg0
First Opium War - Gunboat Diplomacy - Extra History - Part 3,2016-07-02,3018275,41818,1834,jAjUqwauf-A,489.0,https://www.youtube.com/watch?v=jAjUqwauf-A
First Opium War - The Righteous Minister - Extra History - Part 2,2016-06-25,3785843,47012,2093,qHmuuc7m1AA,413.0,https://www.youtube.com/watch?v=qHmuuc7m1AA
First Opium War - Trade Deficits and the Macartney Embassy - Extra History - Part 1,2016-06-18,5312906,64421,3529,fgQahGsYokU,465.0,https://www.youtube.com/watch?v=fgQahGsYokU
Samuel HaNagid - A Prince of Jews - Extra History,2016-06-11,1067380,20589,1104,h5oBgayr9S0,557.0,https://www.youtube.com/watch?v=h5oBgayr9S0
The History of Writing - Where the Story Begins - Extra History,2016-06-04,2043848,49846,3339,HyjLt_RGEww,429.0,https://www.youtube.com/watch?v=HyjLt_RGEww
"♫ ""Oxyrhynchus Hymn"" by  Sean and Dean Kiner - Instrumental Music - Extra History",2016-05-28,288204,3256,175,SeZ6VJ-bQ80,73.0,https://www.youtube.com/watch?v=SeZ6VJ-bQ80
Early Christian Schisms - Lies - Extra History,2016-05-28,451942,7622,934,6dnECIPXIRY,1165.0,https://www.youtube.com/watch?v=6dnECIPXIRY
"Early Christian Schisms - Ephesus, the Robber Council, and Chalcedon - Extra History - Part 4",2016-05-21,1343481,22811,1846,f9lEcwLnwfg,495.0,https://www.youtube.com/watch?v=f9lEcwLnwfg
Early Christian Schisms - The Council of Nicaea - Extra History - Part 3,2016-05-14,1536375,23133,1255,6d2lOQpuqd4,486.0,https://www.youtube.com/watch?v=6d2lOQpuqd4
New on Extra Play: Dark Souls II - Side Quest Returns!,2016-05-13,56570,1177,168,ed0qi3qH5iQ,51.0,https://www.youtube.com/watch?v=ed0qi3qH5iQ
Early Christian Schisms - The Woes of Constantine - Extra History - Part 2,2016-05-07,1652356,25439,1650,hZsZXHPDwsw,535.0,https://www.youtube.com/watch?v=hZsZXHPDwsw
Early Christian Schisms - Before Imperium - Extra History - Part 1,2016-04-30,2377076,39175,2631,E1ZZeCDGHJE,496.0,https://www.youtube.com/watch?v=E1ZZeCDGHJE
WW2 | The Resource War 4: Strategic Bombing | Extra History,2016-04-26,1978831,34135,2459,zOXbYAd6TLo,461.0,https://www.youtube.com/watch?v=zOXbYAd6TLo
New on Extra Play: Tea & Hearthstone - Old Gods Expansion Analysis with James!,2016-04-25,61152,594,50,Cz2x-9b7yYo,36.0,https://www.youtube.com/watch?v=Cz2x-9b7yYo
"♫ ""The Lawgiver"" by Sean and Dean Kiner -  Instrumental Music - Extra History",2016-04-23,365678,5119,317,38pQQZj1HWM,70.0,https://www.youtube.com/watch?v=38pQQZj1HWM
Suleiman the Magnificent - Lies - Extra History,2016-04-23,451835,8244,888,ltT_CvI5wv0,1456.0,https://www.youtube.com/watch?v=ltT_CvI5wv0
WW2 | The Resource War 3: The Engines of War | Extra History,2016-04-19,2209129,35219,1588,OvDsvHNvVZw,458.0,https://www.youtube.com/watch?v=OvDsvHNvVZw
Suleiman the Magnificent - Custodian of the Two Holy Mosques - Extra History - Part 6,2016-04-16,1484032,30436,2758,5gTjfYqiBqg,499.0,https://www.youtube.com/watch?v=5gTjfYqiBqg
WW2 | The Resource War 2: Lend-Lease | Extra History,2016-04-12,2316537,34876,2173,N5PTeDe4jTQ,434.0,https://www.youtube.com/watch?v=N5PTeDe4jTQ
Suleiman the Magnificent - Slave of God - Extra History - Part 5,2016-04-09,1622409,26030,2216,S7p4AcTBG7o,565.0,https://www.youtube.com/watch?v=S7p4AcTBG7o
WW2 | The Resource War 1: Arsenal of Democracy | Extra History,2016-04-05,3615706,53130,2677,NYv-GC8DgMk,524.0,https://www.youtube.com/watch?v=NYv-GC8DgMk
Suleiman the Magnificent - The Shadow of God - Extra History - Part 4,2016-04-02,1737582,28328,1305,JH4jcSFOx70,473.0,https://www.youtube.com/watch?v=JH4jcSFOx70
The Battle of Kursk 4: Control of the Eastern Front | WW2 | Extra History,2016-03-28,1990388,29930,1715,rQlFi9s_e2s,462.0,https://www.youtube.com/watch?v=rQlFi9s_e2s
Suleiman the Magnificent - Sultan of Sultans - Extra History - #3,2016-03-26,1913605,29992,1751,DqN0EFFUA6w,502.0,https://www.youtube.com/watch?v=DqN0EFFUA6w
The Battle of Kursk 3: Operation Citadel | WW2 | Extra History,2016-03-21,2196100,29546,1155,6udnj7PvZZ8,468.0,https://www.youtube.com/watch?v=6udnj7PvZZ8
Suleiman the Magnificent - Master of the World - Extra History - Part 2,2016-03-19,2115713,31516,1684,pNYIZJew4oE,487.0,https://www.youtube.com/watch?v=pNYIZJew4oE
Suleiman the Magnificent - Hero of All That Is - Extra History - Part 1,2016-03-12,3124140,47830,2509,JGZSkLq3Eng,470.0,https://www.youtube.com/watch?v=JGZSkLq3Eng
"♫ Justinian & Theodora: ""Monogenes Pais"" - Instrumental Music - Extra History",2016-03-05,412449,6394,413,kSWO0JOKmWA,90.0,https://www.youtube.com/watch?v=kSWO0JOKmWA
Justinian & Theodora - Lies 2 - Extra History,2016-03-05,302432,5505,433,wNs4Lklnky4,980.0,https://www.youtube.com/watch?v=wNs4Lklnky4
The Battle of Kursk 2: Preparations | WW2 | Extra History,2016-02-29,2504465,38460,1343,QdK2Sim_ZRU,464.0,https://www.youtube.com/watch?v=QdK2Sim_ZRU
"Justinian - Caesar I was, and am Justinian - Extra History - Part 12",2016-02-27,1142350,30298,1697,6oHr-zd6Bew,448.0,https://www.youtube.com/watch?v=6oHr-zd6Bew
Justinian & Theodora - The Emperor Who Never Sleeps - Extra History - Part 11,2016-02-20,1233537,21907,981,I6vn6uRlPL8,538.0,https://www.youtube.com/watch?v=I6vn6uRlPL8
On World War II and Nazi Symbolism: A Note from Extra History,2016-02-15,739028,10896,1205,LSjFUOA2oZM,130.0,https://www.youtube.com/watch?v=LSjFUOA2oZM
The Battle of Kursk 1: Operation Barbarossa | WW2 | Extra History,2016-02-15,3827918,49141,3136,C-UvLZSK3CI,504.0,https://www.youtube.com/watch?v=C-UvLZSK3CI
Theodora - This is My Empire - Extra History - Part 10,2016-02-13,1300218,22478,1105,RwXAGiIVsgQ,469.0,https://www.youtube.com/watch?v=RwXAGiIVsgQ
Justinian & Theodora - Justinian's Rival - Extra History - Part 9,2016-02-06,1301817,21321,1004,aN1imOXR4b4,515.0,https://www.youtube.com/watch?v=aN1imOXR4b4
Justinian & Theodora - Bad Faith - Extra History - Part 8,2016-01-30,1273768,21661,550,EO9DuuhNEoE,480.0,https://www.youtube.com/watch?v=EO9DuuhNEoE
Justinian & Theodora - The Cracks Begin to Spread - Extra History - Part 7,2016-01-23,1442428,23254,1037,oUtEJtBeCaQ,546.0,https://www.youtube.com/watch?v=oUtEJtBeCaQ
Mary Seacole - Mother Seacole in the Crimea - Extra History - Part 2,2016-01-16,1385358,37242,1607,eADLWvWqK5Q,608.0,https://www.youtube.com/watch?v=eADLWvWqK5Q
Mary Seacole - A Bold Front to Fortune - Extra History - Part 1,2016-01-09,1844004,30603,1335,xT9BTuBtCJs,558.0,https://www.youtube.com/watch?v=xT9BTuBtCJs
Introducing: Sons of the Forgotten on Patreon!,2015-12-15,67352,1860,111,Gwq-j2RQdDg,67.0,https://www.youtube.com/watch?v=Gwq-j2RQdDg
"♫ ""The Broad Street Pump"" by Sean and Dean Kiner - Instrumental Music - Extra History",2015-12-12,325685,4778,219,doteMFHPv18,92.0,https://www.youtube.com/watch?v=doteMFHPv18
England: The Broad Street Pump - Lies - Extra History,2015-12-12,356983,6363,603,rg_7q_FPjxQ,906.0,https://www.youtube.com/watch?v=rg_7q_FPjxQ
Don't miss out on Extra Play!,2015-12-07,56491,1474,165,wVMPXfKu2MA,118.0,https://www.youtube.com/watch?v=wVMPXfKu2MA
England: The Broad Street Pump - The Sanitary Movement - Extra History - Part 4,2015-12-05,1201294,26178,1216,cba7di0eL8I,394.0,https://www.youtube.com/watch?v=cba7di0eL8I
England: The Broad Street Pump - Map of the Blue Death - Extra History - Part 3,2015-11-28,1910941,36449,1507,9NVT6iZP2qg,540.0,https://www.youtube.com/watch?v=9NVT6iZP2qg
England: The Broad Street Pump - Epidemiology Begins! - Extra History - Part 2,2015-11-21,1992082,27126,864,1jlsyucUwpo,365.0,https://www.youtube.com/watch?v=1jlsyucUwpo
Announcing the Extra Credits Store! Bring Home a GAME Plushie!,2015-11-20,75541,2444,437,i4kp1aR2j8c,48.0,https://www.youtube.com/watch?v=i4kp1aR2j8c
"England: The Broad Street Pump - You Know Nothing, John Snow - Extra History - Part 1",2015-11-14,2815296,39962,1497,TLpzHHbFrHY,454.0,https://www.youtube.com/watch?v=TLpzHHbFrHY
"♫ ""Drums of War"" by Sean and Dean Kiner - Instrumental Music - Extra History",2015-11-07,835945,14536,785,OYz0y5xUqmk,61.0,https://www.youtube.com/watch?v=OYz0y5xUqmk
Korea: Admiral Yi - Lies - Extra History,2015-11-07,715252,12763,1137,C3yCzHIbkgA,1240.0,https://www.youtube.com/watch?v=C3yCzHIbkgA
Middle East: Palmyra Today - Afterword - Extra History,2015-10-31,455160,13585,1322,v-GgknZYu3s,203.0,https://www.youtube.com/watch?v=v-GgknZYu3s
Middle East: Odenathus - Ghosts of the Desert - Extra History,2015-10-31,1474204,26269,1030,0Pf6PMSB8uo,501.0,https://www.youtube.com/watch?v=0Pf6PMSB8uo
Korea: Admiral Yi - Martial Lord of Loyalty - Extra History - Part 5,2015-10-24,2679145,61843,5666,39Gsx6PaxiY,445.0,https://www.youtube.com/watch?v=39Gsx6PaxiY
Announcement: Extra Play and the Return of Side Quest!,2015-10-19,85552,2613,222,V_6XWl7hHEc,100.0,https://www.youtube.com/watch?v=V_6XWl7hHEc
Korea: Admiral Yi - Those Who Seek Death Shall Live - Extra History - Part 4,2015-10-17,2778106,42737,3244,QTan6eDphCk,619.0,https://www.youtube.com/watch?v=QTan6eDphCk
The Black Watchmen - Is This Real Life or Fantasy? - James Recommends,2015-10-16,88433,2179,255,TYW7H8PWvpA,370.0,https://www.youtube.com/watch?v=TYW7H8PWvpA
Korea: Admiral Yi - The Bright Moonlight of Hansando - Extra History - Part 3,2015-10-10,2847097,41047,2091,p97Xa6aB2jA,533.0,https://www.youtube.com/watch?v=p97Xa6aB2jA
Stray Cat Crossing - Adventure in Surreal Horror - James Recommends,2015-10-09,49367,1258,91,IVFpWwBqtWo,350.0,https://www.youtube.com/watch?v=IVFpWwBqtWo
Korea: Admiral Yi - Be Like a Mountain - Extra History - Part 2,2015-10-03,3106976,42786,1737,hKBOoPfMvLc,499.0,https://www.youtube.com/watch?v=hKBOoPfMvLc
In Between - A Game About Grief - James Recommends,2015-10-02,53009,1240,106,FWiQULVR8oU,387.0,https://www.youtube.com/watch?v=FWiQULVR8oU
Korea: Admiral Yi - Keep Beating the Drum - Extra History - Part 1,2015-09-26,4466958,63626,3429,3ieaDfD_h6s,472.0,https://www.youtube.com/watch?v=3ieaDfD_h6s
RymdResa - The Haunting Eternity of Space - James Recommends,2015-09-25,52709,1295,132,BuhLGGHeeXs,237.0,https://www.youtube.com/watch?v=BuhLGGHeeXs
Europe: The First Crusade - Lies - Extra History,2015-09-19,686516,10451,1057,15KhdeIc0EI,1539.0,https://www.youtube.com/watch?v=15KhdeIc0EI
Armello - Making a Digital Board Game Stand Out - James Recommends,2015-09-18,70275,1963,202,L7tsQ5O6J9c,386.0,https://www.youtube.com/watch?v=L7tsQ5O6J9c
Europe: The First Crusade - On to Jerusalem - Extra History - Part 6,2015-09-12,2094031,31993,2208,oyYGLoo3bj0,542.0,https://www.youtube.com/watch?v=oyYGLoo3bj0
Europe: The First Crusade - Siege of Antioch - Extra History - Part 5,2015-09-05,2165897,29904,1011,ZvUibFUJFKM,537.0,https://www.youtube.com/watch?v=ZvUibFUJFKM
Special: PAX 2015 - Designers Talk: Minecraft,2015-09-04,69997,1808,209,BQDvWqPxRNI,702.0,https://www.youtube.com/watch?v=BQDvWqPxRNI
Europe: The First Crusade - Men of Iron - Extra History - Part 4,2015-08-29,2355016,33511,1207,UdzsMEHUBrQ,616.0,https://www.youtube.com/watch?v=UdzsMEHUBrQ
"Luckslinger - Do You Feel Lucky, Punk? - James Recommends",2015-08-28,51039,1292,62,dyef4SLZvho,260.0,https://www.youtube.com/watch?v=dyef4SLZvho
Europe: The First Crusade - A Good Crusade? - Extra History - Part 3,2015-08-22,2544468,36141,1613,pI5_idvxm18,572.0,https://www.youtube.com/watch?v=pI5_idvxm18
Card King: Dragon Wars - Exploring a Bad Patch - James Recommends,2015-08-21,45871,1038,119,8ohGzxKDzNk,427.0,https://www.youtube.com/watch?v=8ohGzxKDzNk
Europe: The First Crusade - Peter the Hermit - Extra History - Part 2,2015-08-15,2734643,36380,2565,aAodRUPN7lE,531.0,https://www.youtube.com/watch?v=aAodRUPN7lE
Europe: The First Crusade - The People's Crusade - Extra History - Part 1,2015-08-08,4254124,54609,3849,HIs5B2U7US0,493.0,https://www.youtube.com/watch?v=HIs5B2U7US0
"The Viceroy - Solve the Galaxy's Problems, 4X Style - James Recommends",2015-08-07,54331,1177,115,nEFqPTkmBXY,347.0,https://www.youtube.com/watch?v=nEFqPTkmBXY
Extra Remix - SGX - Electronic Dance Music and Video Games,2015-08-04,62475,1528,177,yW5ZKOyQ5G0,749.0,https://www.youtube.com/watch?v=yW5ZKOyQ5G0
