Episode,Published,Views,Likes,Comments,ID,Time (sec),URL
The 1929 Stock Market Crash - Black Thursday - Extra History,2020-04-25,2594325,59923,2909,D2iuUzkKu9k,555.0,https://www.youtube.com/watch?v=D2iuUzkKu9k
Cuchulainn & the Morrigan - Spurning a Goddess - Irish - Extra Mythology,2020-04-22,342777,12741,965,7bLFuP2gVc8,524.0,https://www.youtube.com/watch?v=7bLFuP2gVc8
Ibn Battuta - Lies - Extra History,2020-04-18,234644,6086,583,G9HO75wcoUU,1690.0,https://www.youtube.com/watch?v=G9HO75wcoUU
"♫ ""Battuta's Voyage"" by Tiffany Román - Instrumental Music - Extra History",2020-04-18,134553,2982,200,krv9J3KZu3I,127.0,https://www.youtube.com/watch?v=krv9J3KZu3I
Ibn Fadlan - A Viking Funeral - Extra History,2020-04-11,999384,36457,2900,RSURd15qfWQ,582.0,https://www.youtube.com/watch?v=RSURd15qfWQ
The Easter Egg - Mary Magdalene & Ostara - European - Extra Mythology,2020-04-08,192702,8556,724,V1MI8wKTH0c,382.0,https://www.youtube.com/watch?v=V1MI8wKTH0c
Ibn Battuta - Plague and Homecoming - Extra History - Part 5,2020-04-04,725133,26839,1127,WMlwlHHnMsI,543.0,https://www.youtube.com/watch?v=WMlwlHHnMsI
Ra Ra Rasputin - April Fools 2020 ;) - Extra History,2020-04-01,724303,37875,2981,sjW8cq57Dl8,233.0,https://www.youtube.com/watch?v=sjW8cq57Dl8
Ibn Battuta - Escape to China - Extra History - Part 4,2020-03-27,731657,23504,865,dqZYZOjRlmA,546.0,https://www.youtube.com/watch?v=dqZYZOjRlmA
The Alps - Sleep Paralysis & Night Terrors - European - Extra Mythology,2020-03-25,404060,13329,552,8ST0l9abzzw,512.0,https://www.youtube.com/watch?v=8ST0l9abzzw
Ibn Battuta - The Mad Sultan - Extra History - Part 3,2020-03-21,786035,25014,1061,Ia3WdlvfnBU,553.0,https://www.youtube.com/watch?v=Ia3WdlvfnBU
Extra Content - Working From Home Survival Guide,2020-03-19,65334,1110,105,vCNFrUsKhLk,4943.0,https://www.youtube.com/watch?v=vCNFrUsKhLk
Ibn Battuta - Mongols and Mystics - Extra History - Part 2,2020-03-14,884479,26635,1086,7mNXbUAxdVI,517.0,https://www.youtube.com/watch?v=7mNXbUAxdVI
The Monkey King - Sun Wukong - Chinese - Extra Mythology - Part 2,2020-03-11,356004,11550,758,Do2L4yKQwNw,634.0,https://www.youtube.com/watch?v=Do2L4yKQwNw
Ibn Battuta - The Great Traveler - Extra History - Part 1,2020-03-07,1411875,40343,2069,TEI0sVYKtg8,523.0,https://www.youtube.com/watch?v=TEI0sVYKtg8
The Haitian Revolution - Lies - Extra History,2020-02-29,112300,2974,172,oOeLmULRaco,1561.0,https://www.youtube.com/watch?v=oOeLmULRaco
The Monkey King - The Search for Immortality - Chinese - Extra Mythology - Part 1,2020-02-26,456472,14883,814,aSYTB7v5ras,591.0,https://www.youtube.com/watch?v=aSYTB7v5ras
The Haitian Revolution - Roots of Liberty - Extra History - Part 6,2020-02-22,572048,20066,1288,-z0NqTEtJyg,560.0,https://www.youtube.com/watch?v=-z0NqTEtJyg
"♫ ""Crête-à-Pierrot"" by Tiffany Román - Instrumental Music - Extra History",2020-02-22,163607,2753,160,MG2cACAKuzM,122.0,https://www.youtube.com/watch?v=MG2cACAKuzM
The 1918 Flu Pandemic: Coronavirus Update,2020-02-20,261529,8682,992,gcNXb2b_gXA,457.0,https://www.youtube.com/watch?v=gcNXb2b_gXA
The Haitian Revolution - The War of Knives - Extra History - Part 5,2020-02-15,606108,18787,621,Yjerh4HM6Ro,587.0,https://www.youtube.com/watch?v=Yjerh4HM6Ro
New Patreon Tiers! - Extra Credits Update,2020-02-12,46336,,,2_9mQOyfE5o,334.0,https://www.youtube.com/watch?v=2_9mQOyfE5o
The Snake Queen - Eastern European Myth - Extra Mythology,2020-02-10,545178,17929,790,uWaK62_MYP4,460.0,https://www.youtube.com/watch?v=uWaK62_MYP4
The Haitian Revolution - Liberation - Extra History - Part 4,2020-02-08,674053,20300,650,KfLskhmVd7k,572.0,https://www.youtube.com/watch?v=KfLskhmVd7k
The Haitian Revolution - Fire and Freedom - Extra History - Part 3,2020-02-01,761749,21668,707,rqyygI_9DN8,548.0,https://www.youtube.com/watch?v=rqyygI_9DN8
Star Wars - The Rise of Cyberpunk - Extra Sci Fi,2020-01-28,193932,9790,655,1R1w2aj9Wzg,420.0,https://www.youtube.com/watch?v=1R1w2aj9Wzg
The Rusalka - Eastern European Myths - Extra Mythology,2020-01-27,864524,33447,1307,IuimhcIdUNk,451.0,https://www.youtube.com/watch?v=IuimhcIdUNk
The Haitian Revolution - The Long Fuse - Extra History - Part 2,2020-01-25,815692,22837,694,B-MV8gTNoC0,550.0,https://www.youtube.com/watch?v=B-MV8gTNoC0
Ursula K. Le Guin - The Left Hand of Darkness - Extra Sci Fi,2020-01-22,156353,6991,287,WHr4Nc9skXA,409.0,https://www.youtube.com/watch?v=WHr4Nc9skXA
The Haitian Revolution - The Slave Society - Extra History - Part 1,2020-01-18,1168204,31934,1247,tYGS8Ll5mw4,552.0,https://www.youtube.com/watch?v=tYGS8Ll5mw4
J.G. Ballard - The Drown Worlds - Extra Sci Fi,2020-01-14,127645,5554,190,z154OJCyIKs,456.0,https://www.youtube.com/watch?v=z154OJCyIKs
Pricolici & Strigoi - A Meet-cute From Hell - European - Extra Mythology,2020-01-13,440058,16050,940,gT4ZkqDY7qg,506.0,https://www.youtube.com/watch?v=gT4ZkqDY7qg
"♫ ""Alleyways & Truncheons"" by Tiffany Román - Instrumental Music - Extra History",2020-01-11,131323,2458,108,EO_16t_Fe5s,89.0,https://www.youtube.com/watch?v=EO_16t_Fe5s
Policing London - Lies - Extra History,2020-01-11,131299,2869,148,Z8zj6TQUi5U,1528.0,https://www.youtube.com/watch?v=Z8zj6TQUi5U
Samuel R. Delany - Dhalgren - Extra Sci Fi,2020-01-08,81721,3115,180,HJFBJsye2bc,398.0,https://www.youtube.com/watch?v=HJFBJsye2bc
Roger Zelazny - The Chronicles of Amber - Extra Sci Fi,2020-01-07,126355,5735,302,daiOl1ZVbr8,408.0,https://www.youtube.com/watch?v=daiOl1ZVbr8
Allan Pinkerton - The Knights of Capitalism - Extra History,2020-01-04,1216677,35776,2306,Kb2tSF5_vpc,615.0,https://www.youtube.com/watch?v=Kb2tSF5_vpc
Policing London - Scotland Yard at Last - Extra History - Part 5,2019-12-28,1009480,28209,969,qprhL2Jh2Ds,583.0,https://www.youtube.com/watch?v=qprhL2Jh2Ds
Harlan Ellison - Dangerous Visions - Extra Sci Fi,2019-12-24,142413,5632,146,STfZLOK7h6g,337.0,https://www.youtube.com/watch?v=STfZLOK7h6g
Policing London - His Majesty King Mob - Extra History - Part 4,2019-12-21,1078974,26839,574,3Y3H42_8LZU,567.0,https://www.youtube.com/watch?v=3Y3H42_8LZU
History of Vaccines - Killing Smallpox - Medical History - Extra History,2019-12-19,828801,25721,1565,Ke6tT3_QTuM,618.0,https://www.youtube.com/watch?v=Ke6tT3_QTuM
Philip K. Dick - New Wave's Depressed Uncle - Extra Sci Fi,2019-12-17,178426,7886,328,dd-min1iAms,420.0,https://www.youtube.com/watch?v=dd-min1iAms
The Yule Lads - Mischief Makers and Children Takers - European - Extra Mythology,2019-12-16,594469,18115,1170,3-LxYYm1YH0,658.0,https://www.youtube.com/watch?v=3-LxYYm1YH0
Policing London - The Bow Street Runners - Extra History - Part 3,2019-12-14,1356587,34155,566,H5l75BSJZo8,590.0,https://www.youtube.com/watch?v=H5l75BSJZo8
History of Space Travel - Guided by Starlight - Extra History - Part 6,2019-12-12,238253,9236,559,i2CwEBaLU8U,686.0,https://www.youtube.com/watch?v=i2CwEBaLU8U
Ray Bradbury - Grandfather of the New Wave - Extra Sci Fi,2019-12-09,125927,5841,292,sjNmGzWFvUw,360.0,https://www.youtube.com/watch?v=sjNmGzWFvUw
Policing London - The Fall of Jonathan Wild - Extra History - Part 2,2019-12-07,1571993,41445,772,h9siL4CWTe4,606.0,https://www.youtube.com/watch?v=h9siL4CWTe4
History of Space Travel - One Small Step - Extra History - Part 5,2019-12-05,276945,8676,452,WNrhPOCZFwQ,676.0,https://www.youtube.com/watch?v=WNrhPOCZFwQ
The Twelve Labors of Hercules - Rules Lawyering - Greek - Extra Mythology - Part 2,2019-12-02,668938,17684,682,YeEyVjZfqXQ,517.0,https://www.youtube.com/watch?v=YeEyVjZfqXQ
Policing London - The Thief-Taker General - Extra History - Part 1,2019-11-30,2378724,59315,1376,XvMQY_y4qx8,625.0,https://www.youtube.com/watch?v=XvMQY_y4qx8
History of Space Travel - Red Star - Extra History - Part 4,2019-11-28,283595,8748,401,WjgpEr6majo,651.0,https://www.youtube.com/watch?v=WjgpEr6majo
"♫ ""Nokor Thom"" by Tiffany Román - Instrumental Music - Extra History",2019-11-23,82375,1531,98,OHer7biS1G0,110.0,https://www.youtube.com/watch?v=OHer7biS1G0
Angkor Wat - Lies - Extra History,2019-11-23,85939,2167,158,dDH3TN5xdyY,1391.0,https://www.youtube.com/watch?v=dDH3TN5xdyY
The Twelve Labors of Hercules - The Quest for Phat Loot! - Greek - Extra Mythology - Part 1,2019-11-18,866422,19938,807,-AU_sfEkA-U,539.0,https://www.youtube.com/watch?v=-AU_sfEkA-U
Akhenaten - A Pharaoh Obsessed - Extra History,2019-11-16,1225288,30992,1340,wKSqgLQNIeQ,526.0,https://www.youtube.com/watch?v=wKSqgLQNIeQ
History of Space Travel - Kill Devil to V-2 - Extra History - Part 3,2019-11-14,351677,10043,567,YT1q0hS9yKo,668.0,https://www.youtube.com/watch?v=YT1q0hS9yKo
The Berlin Wall - A Street Party With Sledgehammers - Extra History,2019-11-09,1432747,36876,1849,KgdiYvcOi_w,660.0,https://www.youtube.com/watch?v=KgdiYvcOi_w
"Building Angkor - The ""Lost"" City - Extra History - Part 5",2019-11-08,346375,12135,479,xHmHW7lL1iM,585.0,https://www.youtube.com/watch?v=xHmHW7lL1iM
History of Space Travel - Revolutions - Extra History - Part 2,2019-11-07,342891,10334,458,VB7f2BVPrvA,680.0,https://www.youtube.com/watch?v=VB7f2BVPrvA
Dragons - The Origin of Dragons - Extra Mythology,2019-11-04,1175851,40962,1667,rL8qSfXIo4M,453.0,https://www.youtube.com/watch?v=rL8qSfXIo4M
Building Angkor - A Drowning City - Extra History - Part 4,2019-11-02,424856,12135,347,JL1yTXZyPd8,610.0,https://www.youtube.com/watch?v=JL1yTXZyPd8
History of Space Travel - Looking to the Stars - Extra History - Part 1,2019-10-31,418012,13268,541,P6JARo6bgpY,596.0,https://www.youtube.com/watch?v=P6JARo6bgpY
Mythology Matters - Anansi Stories,2019-10-28,21310,890,48,kIivnvJZ82U,322.0,https://www.youtube.com/watch?v=kIivnvJZ82U
Building Angkor - A Clash of Gods - Extra History - #3,2019-10-26,425955,12499,466,BQeuakxNg94,560.0,https://www.youtube.com/watch?v=BQeuakxNg94
Anansi & the Coming of Jealousy - Anansi Stories - African - Extra Mythology - Part 2,2019-10-21,357527,11788,539,mpaBr4X323U,433.0,https://www.youtube.com/watch?v=mpaBr4X323U
Building Angkor - Temple City - Extra History - Part 2,2019-10-19,513799,14078,513,pxbW_L9O7Rg,586.0,https://www.youtube.com/watch?v=pxbW_L9O7Rg
Building Angkor - Monsoon Metropolis - Extra History - Part 1,2019-10-12,802540,21137,1279,oumxCLy_N9k,631.0,https://www.youtube.com/watch?v=oumxCLy_N9k
Anansi the Spider-Man - Anansi Stories - African - Extra Mythology - Part 1,2019-10-07,607754,20074,1003,G0dsjv9c5MU,520.0,https://www.youtube.com/watch?v=G0dsjv9c5MU
"♫ ""City of Cuzco"" by Tiffany Román - Instrumental Music - Extra History",2019-10-05,113775,2196,156,NClb6b3A3Vk,104.0,https://www.youtube.com/watch?v=NClb6b3A3Vk
Inca Empire - Lies - Extra History,2019-10-05,68801,2043,154,e96B2arsdkc,1442.0,https://www.youtube.com/watch?v=e96B2arsdkc
Mythology Matters - Samson and Delilah - Extra Mythology,2019-09-30,48903,1441,311,rbl6y20zQTI,584.0,https://www.youtube.com/watch?v=rbl6y20zQTI
Charles Darwin - The Voyage of the Beagle - Extra History,2019-09-28,563549,17923,858,jRmzmYmMTKk,592.0,https://www.youtube.com/watch?v=jRmzmYmMTKk
History of Dentistry - An End To Pain - Extra History - Part 2,2019-09-26,384047,12053,725,x9B19RmsgCo,657.0,https://www.youtube.com/watch?v=x9B19RmsgCo
Samson and Delilah - Old Testament Mythology - Extra Mythology  - Part 2,2019-09-23,450875,14744,1046,1jt2nDGHlRU,468.0,https://www.youtube.com/watch?v=1jt2nDGHlRU
The Inca Empire - A God Taken Hostage - Extra History - Part 5,2019-09-21,511242,16378,688,zHGWIKnCDtE,633.0,https://www.youtube.com/watch?v=zHGWIKnCDtE
History of Dentistry - Demons and Tooth Worms - Extra History - Part 1,2019-09-19,567155,17932,1643,tlkLbJCtR2k,690.0,https://www.youtube.com/watch?v=tlkLbJCtR2k
The Inca Empire - Andean Apocalypse - Extra History - Part 4,2019-09-14,604308,16918,586,DaVQA6cUQ9Q,621.0,https://www.youtube.com/watch?v=DaVQA6cUQ9Q
Samson and Delilah: Samson's Origins - Old Testament Mythology - Extra Mythology - Part 1,2019-09-09,535322,16869,1677,Gay_w26XXOI,478.0,https://www.youtube.com/watch?v=Gay_w26XXOI
The Inca Empire - Life of a Dead Emperor - Extra History - Part 3,2019-09-07,696083,18112,654,5D8mIYp1Qnc,589.0,https://www.youtube.com/watch?v=5D8mIYp1Qnc
The Inca Empire - Earth-Shaker - Extra History - Part 2,2019-08-31,852173,22459,731,y2JiCR3djFI,663.0,https://www.youtube.com/watch?v=y2JiCR3djFI
Mythology Matters - Aztec Myths - Extra Mythology,2019-08-26,54035,1396,133,wRTFh14BIak,620.0,https://www.youtube.com/watch?v=wRTFh14BIak
The Inca Empire - Out of Thin Air - Extra History - Part 1,2019-08-24,1292415,31120,1202,I-9z_Jc81fw,601.0,https://www.youtube.com/watch?v=I-9z_Jc81fw
The Founding of Mexico - Aztec Myths - Extra Mythology,2019-08-19,777131,23788,1403,j-bQsan5WXo,433.0,https://www.youtube.com/watch?v=j-bQsan5WXo
Joan of Arc - Lies - Extra History,2019-08-17,145525,4121,287,Brnoj4CCGG0,1413.0,https://www.youtube.com/watch?v=Brnoj4CCGG0
"♫ ""Visions of a Martyr"" by Tiffany Román - Instrumental Music - Extra History",2019-08-17,117881,2571,155,IkC5lzNbNdk,144.0,https://www.youtube.com/watch?v=IkC5lzNbNdk
Hogs in History - Creator and Destroyer - Extra History,2019-08-10,1201223,45719,2404,6WkjHyKHyX4,594.0,https://www.youtube.com/watch?v=6WkjHyKHyX4
The Fifth Sun - Aztec Myths - Extra Mythology,2019-08-05,895565,24698,1576,hOjOn6RjiKQ,603.0,https://www.youtube.com/watch?v=hOjOn6RjiKQ
Joan of Arc - Heroine or Heretic? - Part 5 - Extra History,2019-08-03,860951,28777,1250,C12SCeVmGAw,626.0,https://www.youtube.com/watch?v=C12SCeVmGAw
The Warsaw Uprising: The Unstoppable Spirit of the Polish Resistance | WW2 | Extra History,2019-08-01,2192427,67205,4674,9BjIYKq4CVk,653.0,https://www.youtube.com/watch?v=9BjIYKq4CVk
Joan of Arc - Thy Kingdom Come - Part 4 - Extra History,2019-07-27,919642,26488,883,JuuYBVsg_Hg,635.0,https://www.youtube.com/watch?v=JuuYBVsg_Hg
Mythology Matters - Australian Aboriginal Myths - Extra Mythology,2019-07-22,61628,1831,131,NuQLgmQ3zM8,541.0,https://www.youtube.com/watch?v=NuQLgmQ3zM8
Joan of Arc - The Maid of Orleans - Part 3 - Extra History,2019-07-20,974169,29598,1257,WQZimRmHEuw,642.0,https://www.youtube.com/watch?v=WQZimRmHEuw
The Whowie - Monster of the Riverina - Yorta Yorta Myths (Australian Aboriginal) - Extra Mythology,2019-07-15,575441,17493,964,j8-pBh6FOSU,464.0,https://www.youtube.com/watch?v=j8-pBh6FOSU
Joan of Arc - Angels and Demons - Part 2 - Extra History,2019-07-13,1165594,31732,1245,ZphBpO5qUkg,620.0,https://www.youtube.com/watch?v=ZphBpO5qUkg
Joan of Arc - The Mad King - Part 1 - Extra History,2019-07-06,1824776,44426,1784,4XFVzpJxgUk,643.0,https://www.youtube.com/watch?v=4XFVzpJxgUk
I Have No Mouth and I Must Scream - The End of the Apocalypse - Extra Sci Fi,2019-07-03,627527,24048,971,wrCxKfrrMBk,454.0,https://www.youtube.com/watch?v=wrCxKfrrMBk
The Rainmaker - Ualarai Stories - Australian Aboriginal Myth - Extra Mythology,2019-07-01,400621,13806,582,hZXX4d2WOro,413.0,https://www.youtube.com/watch?v=hZXX4d2WOro
History of England - A New Future - Part 6 - Extra History,2019-06-29,973576,26258,872,SuidVI9ENN8,581.0,https://www.youtube.com/watch?v=SuidVI9ENN8
Announcement: All-Day Pride Stream on the Extra Credits Twitch channel!,2019-06-27,39673,,,iptu7Ry6ESw,53.0,https://www.youtube.com/watch?v=iptu7Ry6ESw
Stand on Zanzibar - Futurism at its Best - Extra Sci Fi,2019-06-26,419466,18147,566,qOgyknV1YWc,407.0,https://www.youtube.com/watch?v=qOgyknV1YWc
Mythology Matters - Japanese Myths - Extra Mythology,2019-06-24,68444,2106,161,TCEbfU9AA_Q,352.0,https://www.youtube.com/watch?v=TCEbfU9AA_Q
History of England - Agincourt - Part 5 - Extra History,2019-06-22,1182964,27027,872,mUgMlZU9TSw,563.0,https://www.youtube.com/watch?v=mUgMlZU9TSw
A Clockwork Orange - Dystopias and Apocalypses - Extra Sci Fi,2019-06-19,327855,13209,391,hZi4V4lMtHw,434.0,https://www.youtube.com/watch?v=hZi4V4lMtHw
Ōkuninushi’s Tale - Japanese Myth - Extra Mythology,2019-06-17,634452,19518,744,gPnSgEfmvUo,517.0,https://www.youtube.com/watch?v=gPnSgEfmvUo
History of England - Ashes - Part 4 - Extra History,2019-06-15,1108601,25640,619,B7ENUtP_22g,525.0,https://www.youtube.com/watch?v=B7ENUtP_22g
A Canticle for Leibowitz - Dystopias and Apocalypses - Extra Sci Fi,2019-06-12,269220,10945,331,TzGK9UTyf-8,430.0,https://www.youtube.com/watch?v=TzGK9UTyf-8
History of England - The Devastation of France - Part 3 - Extra History,2019-06-08,1257807,27679,709,JWuxh-e87dg,503.0,https://www.youtube.com/watch?v=JWuxh-e87dg
Player Piano - Dystopias and Apocalypses - Extra Sci Fi,2019-06-05,225629,9780,530,MS7-ybkZgIw,425.0,https://www.youtube.com/watch?v=MS7-ybkZgIw
The Hare of Inaba - Japanese Myth - Extra Mythology,2019-06-01,525176,17416,642,M53mGySTDN4,403.0,https://www.youtube.com/watch?v=M53mGySTDN4
History of England - Fire and Swords - Part 2 - Extra History,2019-06-01,1450019,32228,1145,w5K2K-S013U,547.0,https://www.youtube.com/watch?v=w5K2K-S013U
Fahrenheit 451 - Dystopias and Apocalypses - Extra Sci Fi,2019-05-29,566311,20697,684,4b0SS8BKBbY,430.0,https://www.youtube.com/watch?v=4b0SS8BKBbY
Nart & Russian Myths - Mythology Matters - Extra Mythology,2019-05-27,74711,2083,137,lsqqtP8o_vg,863.0,https://www.youtube.com/watch?v=lsqqtP8o_vg
History of England - The 100 Years War  - Part 1 - Extra History,2019-05-25,2526191,53970,1756,i0NXWfCLIfI,512.0,https://www.youtube.com/watch?v=i0NXWfCLIfI
Earth Abides - Dystopias and Apocalypses - Extra Sci Fi,2019-05-22,337717,13795,407,2hieycSRUeM,411.0,https://www.youtube.com/watch?v=2hieycSRUeM
Warlocks and Warriors - Russian Myth - Extra Mythology,2019-05-20,785274,24956,919,9KrBm1qpCnE,481.0,https://www.youtube.com/watch?v=9KrBm1qpCnE
"♫ ""A New Ruler"" by Tiffany Román - Instrumental Music - Extra History",2019-05-18,78993,1328,72,N94H6F0WObc,94.0,https://www.youtube.com/watch?v=N94H6F0WObc
Siege of Vienna & Queen Nzinga - Lies - Extra History,2019-05-18,116142,2790,218,gpXu5AeNVXc,1387.0,https://www.youtube.com/watch?v=gpXu5AeNVXc
"♫ ""A Distant Enemy Approaches"" by Tiffany Román - Instrumental Music - Extra History",2019-05-18,122064,2177,137,jQ_HV57cgbg,107.0,https://www.youtube.com/watch?v=jQ_HV57cgbg
The Three Kingdoms - The Battle of Guandu - Part 2 - Extra History,2019-05-16,713756,17015,986,HRXIbouYVck,691.0,https://www.youtube.com/watch?v=HRXIbouYVck
1984 - Dystopias and Apocalypses - Extra Sci Fi,2019-05-15,703276,26427,1540,FrKwpDoDkc4,441.0,https://www.youtube.com/watch?v=FrKwpDoDkc4
U.S. Civil War - Surprising Soldiers - Extra History,2019-05-11,1502007,36801,1752,xTQ0qdFhGkQ,569.0,https://www.youtube.com/watch?v=xTQ0qdFhGkQ
The Three Kingdoms - Yellow Turban Rebellion - Part 1 - Extra History,2019-05-09,1146532,27991,1902,hu7bdq-alRo,695.0,https://www.youtube.com/watch?v=hu7bdq-alRo
Brave New World - Dystopias and Apocalypses - Extra Sci Fi,2019-05-08,705229,24354,1097,lb0VLDHD3eo,476.0,https://www.youtube.com/watch?v=lb0VLDHD3eo
Tale of the Golden Tree - Nart Sagas - North Caucasus Myth - Russian - Extra Mythology,2019-05-06,541109,17248,906,qQqRt6uhy7A,467.0,https://www.youtube.com/watch?v=qQqRt6uhy7A
Queen Nzinga - The Double Queen - Part 2 - Extra History,2019-05-04,735688,21844,833,eCQU5FC7ht0,593.0,https://www.youtube.com/watch?v=eCQU5FC7ht0
Mythology Matters - Persian Myths - Extra Mythology,2019-04-29,97128,2785,155,Q5G2gCWmVfg,347.0,https://www.youtube.com/watch?v=Q5G2gCWmVfg
Queen Nzinga - Rise of a Legend - Part 1 - Extra History,2019-04-27,1099420,27880,1575,EBbYxLmCO6c,552.0,https://www.youtube.com/watch?v=EBbYxLmCO6c
Zal and Rudabeh: A Love Story - Persian Myth - Part 2 - Extra Mythology,2019-04-22,802823,20084,1002,GAzdy-72rzg,624.0,https://www.youtube.com/watch?v=GAzdy-72rzg
Siege of Vienna - Charge of the Winged Hussars - Part 3 - Extra History,2019-04-20,2311064,56849,2950,-CouQMh_PUo,652.0,https://www.youtube.com/watch?v=-CouQMh_PUo
Siege of Vienna - Tunnel War - Part 2 - Extra History,2019-04-13,3035718,50865,1620,XxOufHD_Nxw,631.0,https://www.youtube.com/watch?v=XxOufHD_Nxw
Zahhak the Demon King - Persian Myth #1 - Extra Mythology,2019-04-08,1082042,25227,1725,dcSe1ggaJ5g,578.0,https://www.youtube.com/watch?v=dcSe1ggaJ5g
Siege of Vienna - Opening Bombardment - Part 1 - Extra History,2019-04-06,2414061,57597,2878,MxZ9coEkd-U,714.0,https://www.youtube.com/watch?v=MxZ9coEkd-U
Gilgamesh Meaning - Mythology Matters - Extra Mythology,2019-04-03,103891,3026,138,34kDS3ItAtQ,345.0,https://www.youtube.com/watch?v=34kDS3ItAtQ
"♫ ""A Warmer Place - Rowan's Jig"" by Tiffany Román - Instrumental Music - Extra History",2019-03-30,213405,4278,272,nzuygbp6toA,125.0,https://www.youtube.com/watch?v=nzuygbp6toA
Irish Potato Famine - Lies - Extra History,2019-03-30,173583,4447,428,q3cE_pQhBOU,1611.0,https://www.youtube.com/watch?v=q3cE_pQhBOU
Gilgamesh vs. Humbaba - Bronze Age Mesopotamian Myths - Extra Mythology - Part 2,2019-03-25,770422,22200,1330,WYigCx2jHFM,491.0,https://www.youtube.com/watch?v=WYigCx2jHFM
The Boston Massacre - Snow and Gunpowder - Extra History,2019-03-23,2086205,42027,2354,qpK9qe0a-WI,630.0,https://www.youtube.com/watch?v=qpK9qe0a-WI
Irish Potato Famine - The Young and the Old - Part 5 - Extra History,2019-03-16,1288831,36897,1770,iLlNAwyUFBs,648.0,https://www.youtube.com/watch?v=iLlNAwyUFBs
"Gilgamesh and Enkidu, BFFs - Bronze Age Mesopotamian Myths - Extra Mythology - Part 1",2019-03-11,1084619,27695,1856,3_mo0Vh1b08,424.0,https://www.youtube.com/watch?v=3_mo0Vh1b08
Irish Potato Famine - The American Wake - Part 4 - Extra History,2019-03-09,1350832,32534,1583,csNlKTRJiS0,633.0,https://www.youtube.com/watch?v=csNlKTRJiS0
Dune - Muad'dib - Extra Sci Fi - Part 4,2019-03-06,294724,12076,533,C6_5dKRudiY,422.0,https://www.youtube.com/watch?v=C6_5dKRudiY
Wendigo Origins - Mythology Matters - Extra Mythology,2019-03-04,380266,12047,492,936xJH4PKoo,427.0,https://www.youtube.com/watch?v=936xJH4PKoo
Irish Potato Famine - Black '47 - Part 3 - Extra History,2019-03-02,1509854,34214,3271,6DP8INm09nY,681.0,https://www.youtube.com/watch?v=6DP8INm09nY
Two Million Thanks!,2019-02-28,71714,7349,676,oYPlCGHnqrM,59.0,https://www.youtube.com/watch?v=oYPlCGHnqrM
Dune - Wandering in the Desert - Extra Sci Fi - Part 3,2019-02-27,325409,10758,271,qYY6gWn0CPI,388.0,https://www.youtube.com/watch?v=qYY6gWn0CPI
The Wendigo - The Omushkego Tribe - Native American Myth -  Extra Mythology,2019-02-25,4835650,132955,5249,8j-R71s5044,553.0,https://www.youtube.com/watch?v=8j-R71s5044
Irish Potato Famine - The Corn Laws - Part 2 - Extra History,2019-02-23,1729389,36288,1994,E4Dc0ltgf3I,631.0,https://www.youtube.com/watch?v=E4Dc0ltgf3I
Dune - Plots and Plans - Extra Sci Fi - Part 2,2019-02-20,388944,13145,399,4NYO7aoOOmk,366.0,https://www.youtube.com/watch?v=4NYO7aoOOmk
Irish Potato Famine - Isle of Blight - Part 1 - Extra History,2019-02-16,2734694,53150,4165,gAnT21xGdSk,629.0,https://www.youtube.com/watch?v=gAnT21xGdSk
Dune - Origins - Extra Sci Fi - Part 1,2019-02-13,637542,19755,661,BCTM9JoaKrg,451.0,https://www.youtube.com/watch?v=BCTM9JoaKrg
Native American Myth - Nlaka'pamux: The Adventures of Coyote - Extra Mythology,2019-02-11,685189,18906,981,sRlZUvtBBww,468.0,https://www.youtube.com/watch?v=sRlZUvtBBww
Sun Yat-sen - Lies - Extra History,2019-02-09,142847,3203,247,9ZMU4VT2amo,1375.0,https://www.youtube.com/watch?v=9ZMU4VT2amo
"♫ ""Across the Pacific"" by Tiffany Román - Instrumental Music - Extra History",2019-02-09,134732,2137,176,A5WprbUNm44,111.0,https://www.youtube.com/watch?v=A5WprbUNm44
Tuberculosis - A Ten-Thousand Year Battle - Part 2 - Extra History,2019-02-07,1166891,31477,1537,hBgUWnGtxt4,650.0,https://www.youtube.com/watch?v=hBgUWnGtxt4
Lord of the Rings - The Return of the King - Extra Sci Fi - Part 3,2019-02-06,241575,9565,557,2t1Y2vIXW_o,482.0,https://www.youtube.com/watch?v=2t1Y2vIXW_o
Mythology Matters - Extra Mythology,2019-02-04,138340,4159,319,qMmVdTRb3jY,717.0,https://www.youtube.com/watch?v=qMmVdTRb3jY
Jane Austen - Sarcasm and Subversion - Extra History,2019-02-02,815153,24944,743,KwD-1rW254g,627.0,https://www.youtube.com/watch?v=KwD-1rW254g
Curing Tuberculosis - The Hero Koch - Part 1 - Extra History,2019-01-31,1741161,36744,1525,XP-WXLsnMjY,672.0,https://www.youtube.com/watch?v=XP-WXLsnMjY
Lord of the Rings - The Two Towers - Extra Sci Fi - Part 2,2019-01-30,280474,11627,1177,itYfBiB3bmM,424.0,https://www.youtube.com/watch?v=itYfBiB3bmM
Fomorian Blues - Celtic Myth - Extra Mythology - Part 2,2019-01-28,795929,21044,822,4V-6XksC2Ac,488.0,https://www.youtube.com/watch?v=4V-6XksC2Ac
Sun Yat-sen - A Dream of China - Part 5 - Extra History,2019-01-26,1001352,27613,1553,2iWELGVrJKE,681.0,https://www.youtube.com/watch?v=2iWELGVrJKE
