title,published,views,likes,comments,video_id,duration,url,days_since_start,final_cluster,series_name
Quantum Computing - Electron Boogaloo - Part 2 - Extra History,2018-09-23,568170,13562.0,844.0,2i02SQ5SFaU,599.0,https://www.youtube.com/watch?v=2i02SQ5SFaU,1843,60,Quantum Computing
Quantum Computing - The Einstein-Bohr Debates - Part 3 - Extra History,2018-09-30,605422,16662.0,714.0,8PUi0I02Mdc,652.0,https://www.youtube.com/watch?v=8PUi0I02Mdc,1850,60,Quantum Computing
Quantum Computing - Spooky Action at a Distance - Part 4 - Extra History,2018-10-07,427256,12363.0,647.0,sITpTx5GL-w,389.0,https://www.youtube.com/watch?v=sITpTx5GL-w,1857,60,Quantum Computing
Quantum Computing - Decoherence - Part 5 - Extra History,2018-10-14,418263,10433.0,465.0,LsxJmHS0cc8,420.0,https://www.youtube.com/watch?v=LsxJmHS0cc8,1864,60,Quantum Computing
Quantum Computing - The World of the Future - Part 6 - Extra History,2018-10-21,334341,9918.0,736.0,HWxhQKo3Vh4,544.0,https://www.youtube.com/watch?v=HWxhQKo3Vh4,1871,60,Quantum Computing
Ancient Celebrity Murder: Hypatia of Alexandria | Roman History | Part 1 | Extra History,2024-05-25,509133,17002.0,517.0,SselOJQd2_4,628.0,https://www.youtube.com/watch?v=SselOJQd2_4,3914,21,Roman History
Hypatia of Alexandria: Mob Mentality | Roman History | Part 3 | Extra History,2024-06-08,238570,9485.0,436.0,95AAcjMB7Ps,701.0,https://www.youtube.com/watch?v=95AAcjMB7Ps,3928,21,Roman History
Hypatia of Alexandria: Everyone Gets Her Wrong | Roman History | Part 4 | Extra History,2024-06-15,235980,9466.0,379.0,Eoa4hydiLps,674.0,https://www.youtube.com/watch?v=Eoa4hydiLps,3935,21,Roman History
Rome: The Punic Wars - The First Punic War - Extra History - Part 1,2013-09-06,5128436,67036.0,3038.0,EbBHk_zLTmY,553.0,https://www.youtube.com/watch?v=EbBHk_zLTmY,0,91,Rome: The Punic Wars
Rome: The Punic Wars - The Second Punic War Begins - Extra History - Part 2,2013-09-13,2965306,38130.0,1510.0,lf0-Yki5p40,666.0,https://www.youtube.com/watch?v=lf0-Yki5p40,7,91,Rome: The Punic Wars
Rome: The Punic Wars - The Second Punic War Rages On - Extra History - Part 3,2013-09-20,2527809,35544.0,1798.0,wT_rev5VAQc,758.0,https://www.youtube.com/watch?v=wT_rev5VAQc,14,91,Rome: The Punic Wars
Rome: The Punic Wars - The Conclusion of the Second Punic War - Extra History - Part 4,2013-09-27,2326349,41229.0,2174.0,McT1H-NVCMQ,700.0,https://www.youtube.com/watch?v=McT1H-NVCMQ,21,91,Rome: The Punic Wars
Saladin & the 3rd Crusade | Horns of Hattin | Middle East History | Extra History | Part 1,2021-01-02,1043992,29767.0,1398.0,ReE35Lj_iTs,561.0,https://www.youtube.com/watch?v=ReE35Lj_iTs,2675,47,Saladin & the 3rd Crusade
Saladin & the 3rd Crusade | Siege of Jerusalem | Middle East History | Extra History | Part 2,2021-01-09,778087,24067.0,1176.0,gzLacGirWWQ,581.0,https://www.youtube.com/watch?v=gzLacGirWWQ,2682,47,Saladin & the 3rd Crusade
Saladin & the 3rd Crusade | The Third Crusade | Middle East History | Extra History | Part 3,2021-01-16,701444,21893.0,867.0,a8pI7gj0AeA,594.0,https://www.youtube.com/watch?v=a8pI7gj0AeA,2689,47,Saladin & the 3rd Crusade
Saladin & the 3rd Crusade | Defending Jerusalem | Middle East History | Extra History | Part 4,2021-01-23,615684,20714.0,740.0,fGDs5tOX318,607.0,https://www.youtube.com/watch?v=fGDs5tOX318,2696,47,Saladin & the 3rd Crusade
Saladin & the 3rd Crusade | A Crusade's End | Middle East History | Extra History | Part 5,2021-01-30,586745,23882.0,1039.0,KSiqTA67L2w,580.0,https://www.youtube.com/watch?v=KSiqTA67L2w,2703,47,Saladin & the 3rd Crusade
Saladin & the 3rd Crusade | Next King of Jerusalem | Middle East History | Extra History | Part 6,2021-02-06,717950,23377.0,925.0,o1s8AJK6sSc,624.0,https://www.youtube.com/watch?v=o1s8AJK6sSc,2710,47,Saladin & the 3rd Crusade
Saladin & the 3rd Crusade | Lies | Middle East History | Extra History,2021-02-13,105196,3206.0,300.0,X_QEeWDou4I,1597.0,https://www.youtube.com/watch?v=X_QEeWDou4I,2717,47,Saladin & the 3rd Crusade
Siege of Vienna - Opening Bombardment - Part 1 - Extra History,2019-04-06,2414061,57597.0,2878.0,MxZ9coEkd-U,714.0,https://www.youtube.com/watch?v=MxZ9coEkd-U,2038,19,Siege of Vienna
Siege of Vienna - Tunnel War - Part 2 - Extra History,2019-04-13,3035718,50865.0,1620.0,XxOufHD_Nxw,631.0,https://www.youtube.com/watch?v=XxOufHD_Nxw,2045,19,Siege of Vienna
Siege of Vienna - Charge of the Winged Hussars - Part 3 - Extra History,2019-04-20,2311064,56849.0,2950.0,-CouQMh_PUo,652.0,https://www.youtube.com/watch?v=-CouQMh_PUo,2052,19,Siege of Vienna
Simón Bolívar - Reverberations - Extra History - Part 1,2016-11-19,2184327,34092.0,2007.0,80b4ROFoaFY,485.0,https://www.youtube.com/watch?v=80b4ROFoaFY,1170,74,Simón Bolívar
Simón Bolívar - Francisco de Miranda - Extra History - Part 2,2016-11-26,1479748,23910.0,872.0,N3vu2JYwxSY,648.0,https://www.youtube.com/watch?v=N3vu2JYwxSY,1177,74,Simón Bolívar
Simón Bolívar - Leavings and Returns - Extra History - Part 3,2016-12-03,1187609,19650.0,856.0,WGW-kg0b9D0,523.0,https://www.youtube.com/watch?v=WGW-kg0b9D0,1184,74,Simón Bolívar
Simón Bolívar - Defeat is Not Surrender - Extra History - Part 4,2016-12-10,1146601,20088.0,810.0,Ie0IoiQQFKA,647.0,https://www.youtube.com/watch?v=Ie0IoiQQFKA,1191,74,Simón Bolívar
Simón Bolívar - Heavy is the Head - Extra History - Part 5,2016-12-17,959251,17466.0,611.0,90Chn1wgm_M,485.0,https://www.youtube.com/watch?v=90Chn1wgm_M,1198,74,Simón Bolívar
Simón Bolívar - All Good Things - Extra History - Part 6,2016-12-24,929139,20678.0,1329.0,x_M2LX980Aw,586.0,https://www.youtube.com/watch?v=x_M2LX980Aw,1205,74,Simón Bolívar
Empire of Brazil - Runaway Monarch - South American History - Extra History - Part 1,2022-01-29,927589,33739.0,1090.0,DzUNfnVnIkw,569.0,https://www.youtube.com/watch?v=DzUNfnVnIkw,3067,42,South American History
Empire of Brazil - Independence or DEATH! - South American History - Extra History - Part 2,2022-02-05,671207,24969.0,601.0,N9Qb-CRXGyg,634.0,https://www.youtube.com/watch?v=N9Qb-CRXGyg,3074,42,South American History
Empire of Brazil - Family Drama - South American History - Extra History - Part 3,2022-02-12,564625,22049.0,577.0,Cug8DeQWsEk,686.0,https://www.youtube.com/watch?v=Cug8DeQWsEk,3081,42,South American History
Empire of Brazil  - The Anarchy - South American History - Extra History - #4,2022-02-19,529456,21326.0,619.0,Y6ZmbqGI2n4,728.0,https://www.youtube.com/watch?v=Y6ZmbqGI2n4,3088,42,South American History
Empire of Brazil - Breaking Bonds - South American History - Extra History - Part 5,2022-02-26,487546,20776.0,547.0,QywX2lN6rbY,641.0,https://www.youtube.com/watch?v=QywX2lN6rbY,3095,42,South American History
Empire of Brazil - LIES - South American History - Extra History,2022-03-12,94146,3343.0,172.0,PmLPXWGUdPU,1587.0,https://www.youtube.com/watch?v=PmLPXWGUdPU,3109,42,South American History
Suleiman the Magnificent - Hero of All That Is - Extra History - Part 1,2016-03-12,3124140,47830.0,2509.0,JGZSkLq3Eng,470.0,https://www.youtube.com/watch?v=JGZSkLq3Eng,918,80,Suleiman the Magnificent
Suleiman the Magnificent - Master of the World - Extra History - Part 2,2016-03-19,2115713,31516.0,1684.0,pNYIZJew4oE,487.0,https://www.youtube.com/watch?v=pNYIZJew4oE,925,80,Suleiman the Magnificent
Suleiman the Magnificent - Sultan of Sultans - Extra History - #3,2016-03-26,1913605,29992.0,1751.0,DqN0EFFUA6w,502.0,https://www.youtube.com/watch?v=DqN0EFFUA6w,932,80,Suleiman the Magnificent
Suleiman the Magnificent - The Shadow of God - Extra History - Part 4,2016-04-02,1737582,28328.0,1305.0,JH4jcSFOx70,473.0,https://www.youtube.com/watch?v=JH4jcSFOx70,939,80,Suleiman the Magnificent
Suleiman the Magnificent - Slave of God - Extra History - Part 5,2016-04-09,1622409,26030.0,2216.0,S7p4AcTBG7o,565.0,https://www.youtube.com/watch?v=S7p4AcTBG7o,946,80,Suleiman the Magnificent
Suleiman the Magnificent - Custodian of the Two Holy Mosques - Extra History - Part 6,2016-04-16,1484032,30436.0,2758.0,5gTjfYqiBqg,499.0,https://www.youtube.com/watch?v=5gTjfYqiBqg,953,80,Suleiman the Magnificent
Suleiman the Magnificent - Lies - Extra History,2016-04-23,451835,8244.0,888.0,ltT_CvI5wv0,1456.0,https://www.youtube.com/watch?v=ltT_CvI5wv0,960,80,Suleiman the Magnificent
Sun Yat-sen - A Killing in Hong Kong - Part 1 - Extra History,2018-12-16,1968460,39283.0,1563.0,01vuhp5WgXM,676.0,https://www.youtube.com/watch?v=01vuhp5WgXM,1927,115,Sun Yat-sen
Sun Yat-sen - A Kidnapping in London - Part 2 - Extra History,2018-12-22,1441603,28297.0,1206.0,bt1TZHXkQ4Y,648.0,https://www.youtube.com/watch?v=bt1TZHXkQ4Y,1933,115,Sun Yat-sen
Sun Yat-sen - An Army in Exile - Part 3 - Extra History,2019-01-12,1145648,25527.0,1030.0,uOIdiZ2zjUU,647.0,https://www.youtube.com/watch?v=uOIdiZ2zjUU,1954,10,Sun Yat-sen
Sun Yat-sen - A Bombing in Wuchang - Part 4 - Extra History,2019-01-19,983066,23960.0,932.0,ibj1IZ-w60s,614.0,https://www.youtube.com/watch?v=ibj1IZ-w60s,1961,114,Sun Yat-sen
Sun Yat-sen - A Dream of China - Part 5 - Extra History,2019-01-26,1001352,27613.0,1553.0,2iWELGVrJKE,681.0,https://www.youtube.com/watch?v=2iWELGVrJKE,1968,10,Sun Yat-sen
Sun Yat-sen - Lies - Extra History,2019-02-09,142847,3203.0,247.0,9ZMU4VT2amo,1375.0,https://www.youtube.com/watch?v=9ZMU4VT2amo,1982,114,Sun Yat-sen
Teddy Roosevelt the Trustbuster - Big Oil - US History - Part 1 - Extra History,2021-02-20,1566903,44370.0,1769.0,reWe7POryt0,707.0,https://www.youtube.com/watch?v=reWe7POryt0,2724,4,Teddy Roosevelt the Trustbuster
Teddy Roosevelt the Trustbuster - The Regulators - US History - Part 2 - Extra History,2021-02-27,1019079,31453.0,1282.0,xDEibXPtIRQ,709.0,https://www.youtube.com/watch?v=xDEibXPtIRQ,2731,4,Teddy Roosevelt the Trustbuster
Teddy Roosevelt the Trustbuster - Breaking Standard - US History - Part 3 - Extra History,2021-03-06,857068,27278.0,880.0,FO_w4G_YWcE,696.0,https://www.youtube.com/watch?v=FO_w4G_YWcE,2738,4,Teddy Roosevelt the Trustbuster
Teddy Roosevelt the Trustbuster - Trainwreck - US History - Part 4 - Extra History,2021-03-13,727887,24278.0,1040.0,wRlShGD4QwI,653.0,https://www.youtube.com/watch?v=wRlShGD4QwI,2745,4,Teddy Roosevelt the Trustbuster
Teddy Roosevelt the Trustbuster - Meatgrinder - US History - Part 5 - Extra History,2021-03-20,657816,24006.0,796.0,XXos-XlCooI,694.0,https://www.youtube.com/watch?v=XXos-XlCooI,2752,4,Teddy Roosevelt the Trustbuster
Teddy Roosevelt the Trustbuster - Lies - US History - Extra History,2021-04-03,79718,2478.0,236.0,4TRS4TiEUxE,1699.0,https://www.youtube.com/watch?v=4TRS4TiEUxE,2766,4,Teddy Roosevelt the Trustbuster
The 1918 Flu Pandemic - Emergence  - Part 1 - Extra History,2018-07-07,3584694,58943.0,5318.0,XQ9WX4qVxEo,561.0,https://www.youtube.com/watch?v=XQ9WX4qVxEo,1765,49,The 1918 Flu Pandemic
The 1918 Flu Pandemic - Trench Fever - Part 2 - Extra History,2018-07-14,1958594,33865.0,1834.0,Gt-VQGNiSWU,570.0,https://www.youtube.com/watch?v=Gt-VQGNiSWU,1772,49,The 1918 Flu Pandemic
The 1918 Flu Pandemic - Order More Coffins - Part 3 - Extra History,2018-07-21,1613769,31007.0,1999.0,RHlYBBZL_y8,610.0,https://www.youtube.com/watch?v=RHlYBBZL_y8,1779,49,The 1918 Flu Pandemic
The 1918 Flu Pandemic - Fighting the Ghost - Part 4 - Extra History,2018-07-28,1558284,29189.0,2100.0,dHGz4QvDVlM,593.0,https://www.youtube.com/watch?v=dHGz4QvDVlM,1786,49,The 1918 Flu Pandemic
The 1918 Flu Pandemic - Leviathan - Part 5 - Extra History,2018-08-04,1544948,29274.0,2015.0,QSxaojFNAsU,626.0,https://www.youtube.com/watch?v=QSxaojFNAsU,1793,49,The 1918 Flu Pandemic
The 1918 Flu Pandemic - The Forgotten Plague - Part 6 - Extra History,2018-08-11,1421407,36083.0,4078.0,NSLKFwXBdbg,625.0,https://www.youtube.com/watch?v=NSLKFwXBdbg,1800,49,The 1918 Flu Pandemic
The 1918 Flu Pandemic - Lies - Extra History,2018-08-18,288787,5776.0,601.0,fyyes_IMNoo,1219.0,https://www.youtube.com/watch?v=fyyes_IMNoo,1807,49,The 1918 Flu Pandemic
The Articles of Confederation - Becoming the United States - Extra History - Part 1,2017-05-06,2824850,34493.0,1657.0,C6rHSiN0vKk,570.0,https://www.youtube.com/watch?v=C6rHSiN0vKk,1338,70,The Articles of Confederation
The Articles of Confederation - Ratification - Extra History - Part 2,2017-05-13,1571495,20636.0,858.0,lPLA_VPMsUg,469.0,https://www.youtube.com/watch?v=lPLA_VPMsUg,1345,70,The Articles of Confederation
The Articles of Confederation - Finding Finances - Extra History - Part 3,2017-05-20,1337339,21237.0,1191.0,nLvRJpDjxVk,605.0,https://www.youtube.com/watch?v=nLvRJpDjxVk,1352,70,The Articles of Confederation
The Articles of Confederation - Constitutional Convention - Extra History - Part 4,2017-05-27,1325837,24105.0,1029.0,wds6kpbpLlA,676.0,https://www.youtube.com/watch?v=wds6kpbpLlA,1359,70,The Articles of Confederation
The Articles of Confederation - Lies - Extra History,2017-06-17,288866,3206.0,276.0,nr9NsS2FDIA,2468.0,https://www.youtube.com/watch?v=nr9NsS2FDIA,1380,70,The Articles of Confederation
The Battle of Thermopylae - The Hellenic Alliance - Part 1 - Extra History,2018-06-07,2469561,45962.0,2208.0,FwitONWEgsk,624.0,https://www.youtube.com/watch?v=FwitONWEgsk,1735,117,The Battle of Thermopylae
The Battle of Thermopylae - East vs. West - Part 2 - Extra History,2018-06-14,1663275,37497.0,1604.0,Fvd9vxyCgCA,631.0,https://www.youtube.com/watch?v=Fvd9vxyCgCA,1742,117,The Battle of Thermopylae
The Bronze Age Collapse - Before the Storm - Extra History - Part 1,2017-06-24,3697895,61873.0,2650.0,KkMP328eU5Q,466.0,https://www.youtube.com/watch?v=KkMP328eU5Q,1387,69,The Bronze Age Collapse
The Bronze Age Collapse - The Wheel and the Rod - Extra History - Part 2,2017-07-01,2475792,42897.0,1657.0,QMBM1qazAXE,517.0,https://www.youtube.com/watch?v=QMBM1qazAXE,1394,69,The Bronze Age Collapse
The Bronze Age Collapse - Fire and Sword - Extra History - Part 3,2017-07-08,2119666,39205.0,2195.0,y-8uv4D7cOE,490.0,https://www.youtube.com/watch?v=y-8uv4D7cOE,1401,69,The Bronze Age Collapse
The Bronze Age Collapse - Systems Collapse - Extra History - Part 4,2017-07-15,1885283,46294.0,2663.0,3HaqpSPVhW8,618.0,https://www.youtube.com/watch?v=3HaqpSPVhW8,1408,69,The Bronze Age Collapse
The Brothers Gracchi - How Republics Fall - Extra History - Part 1,2016-08-06,2249414,31470.0,1922.0,ODI1VOOoey0,508.0,https://www.youtube.com/watch?v=ODI1VOOoey0,1065,76,The Brothers Gracchi
The Brothers Gracchi - Populares - Extra History - Part 2,2016-08-13,1541721,22804.0,1128.0,FC2Hvg7RdSY,442.0,https://www.youtube.com/watch?v=FC2Hvg7RdSY,1072,76,The Brothers Gracchi
The Brothers Gracchi - Ochlocracy - Extra History - Part 3,2016-08-20,1329767,20400.0,682.0,kpFmzkxd-HI,365.0,https://www.youtube.com/watch?v=kpFmzkxd-HI,1079,76,The Brothers Gracchi
The Brothers Gracchi - Enter Gaius - Extra History - Part 4,2016-08-27,1294269,21325.0,542.0,WpL7xwCBM34,442.0,https://www.youtube.com/watch?v=WpL7xwCBM34,1086,76,The Brothers Gracchi
The Brothers Gracchi - The Final Fall - Extra History - Part 5,2016-09-03,1149422,20457.0,967.0,nfZWu6PsUHI,433.0,https://www.youtube.com/watch?v=nfZWu6PsUHI,1093,76,The Brothers Gracchi
The Brothers Gracchi - Gracchus the Elder - Prequel: In His Footsteps - Extra History - Part 6,2016-09-10,1090713,19444.0,708.0,cXRzijwTcGQ,694.0,https://www.youtube.com/watch?v=cXRzijwTcGQ,1100,76,The Brothers Gracchi
The Brothers Gracchi - Lies - Extra History,2016-09-24,276139,4539.0,422.0,UZhcMftzjMU,1050.0,https://www.youtube.com/watch?v=UZhcMftzjMU,1114,76,The Brothers Gracchi
Siddhartha and Ancient Buddhism -The Buddhist Expansion - World History - Part 1 - Extra History,2023-07-29,432569,17040.0,703.0,jMX-YgdFwd4,671.0,https://www.youtube.com/watch?v=jMX-YgdFwd4,3613,32,The Buddhist Expansion - World History
Serial Killer Monk - The Buddhist Expansion - World History - Part 2 - Extra History,2023-08-05,315634,12896.0,374.0,WTLLdDdiXlw,704.0,https://www.youtube.com/watch?v=WTLLdDdiXlw,3620,32,The Buddhist Expansion - World History
Ashoka the Great - The Buddhist Expansion - World History - Part 3 - Extra History,2023-08-12,314736,12201.0,507.0,Vpv6ZsXR1aA,753.0,https://www.youtube.com/watch?v=Vpv6ZsXR1aA,3627,32,The Buddhist Expansion - World History
Stealing Buddha - The Buddhist Expansion - World History - Part 4 - Extra History,2023-08-19,231543,9738.0,306.0,jXlqn8ISEGU,694.0,https://www.youtube.com/watch?v=jXlqn8ISEGU,3634,32,The Buddhist Expansion - World History
Across the Silk Road - The Buddhist Expansion - World History  - Part 5 - Extra History,2023-08-26,219459,9908.0,319.0,j6Gofj-wR2Y,729.0,https://www.youtube.com/watch?v=j6Gofj-wR2Y,3641,32,The Buddhist Expansion - World History
Abandonment to Enlightenment - The Buddha's Wife - World History - Extra History,2023-09-02,285872,12398.0,548.0,lnqdehuG_xE,781.0,https://www.youtube.com/watch?v=lnqdehuG_xE,3648,32,The Buddhist Expansion - World History
The Buddhist Expansion - LIES - World History - Extra History,2023-09-09,41939,1562.0,98.0,eg1vJBWy5H0,2124.0,https://www.youtube.com/watch?v=eg1vJBWy5H0,3655,32,The Buddhist Expansion - World History
World War Zero - The Crimean War - European History - Part 1 - Extra History,2023-06-10,1275896,37670.0,1790.0,yhudiiackzw,759.0,https://www.youtube.com/watch?v=yhudiiackzw,3564,33,The Crimean War
"If it Bleeds, it Leads! - The Crimean War - European History - Part 2 - Extra History",2023-06-17,808342,25374.0,520.0,R7xsbDKlyXA,641.0,https://www.youtube.com/watch?v=R7xsbDKlyXA,3571,33,The Crimean War
The Battle of Alma - The Crimean War - European History - Part 3 - Extra History,2023-06-24,658580,21932.0,486.0,oxGbjg1S5H0,677.0,https://www.youtube.com/watch?v=oxGbjg1S5H0,3578,33,The Crimean War
Into the Valley of Death - The Crimean War - European History - Part 4 - Extra History,2023-07-01,575070,19792.0,457.0,c3y6ip22iF8,650.0,https://www.youtube.com/watch?v=c3y6ip22iF8,3585,33,The Crimean War
Storming Sevastopol - The Crimean War - European History - Part 5 - Extra History,2023-07-08,531847,19915.0,592.0,-tHq9S0rT9s,712.0,https://www.youtube.com/watch?v=-tHq9S0rT9s,3592,33,The Crimean War
When the Crimean War Went Full FUBAR - European History - Extra History,2023-07-15,414149,15494.0,406.0,LlzIvneMCII,679.0,https://www.youtube.com/watch?v=LlzIvneMCII,3599,33,The Crimean War
The Crimean War - LIES - European History - Extra History,2023-07-22,74617,1955.0,83.0,SKWbQ62fIE0,1736.0,https://www.youtube.com/watch?v=SKWbQ62fIE0,3606,33,The Crimean War
The Danelaw - Alfred vs. Guthrum - Extra History - Part 1,2018-04-05,2220564,39128.0,2008.0,_K6P3T0NIjo,656.0,https://www.youtube.com/watch?v=_K6P3T0NIjo,1672,118,The Danelaw
The Triangle Shirtwaist Fire - Horror in Manhattan - Extra History,2018-04-07,1393178,33483.0,2036.0,8-fwdc3OSaU,641.0,https://www.youtube.com/watch?v=8-fwdc3OSaU,1674,118,The Danelaw
The Danelaw - The Fall of Eric Bloodaxe - Extra History - Part 2,2018-04-12,1334003,26274.0,1080.0,MvM3wPGAUjE,636.0,https://www.youtube.com/watch?v=MvM3wPGAUjE,1679,118,The Danelaw
The Empire of Mali - The Twang of a Bow - Extra History - Part 1,2018-04-14,2325963,37903.0,1748.0,UkayShPilkw,530.0,https://www.youtube.com/watch?v=UkayShPilkw,1681,63,The Empire of Mali
The Empire of Mali - An Empire of Trade and Faith - Extra History - Part 2,2018-04-21,1465549,28294.0,1351.0,YPytwp5ll9g,619.0,https://www.youtube.com/watch?v=YPytwp5ll9g,1688,63,The Empire of Mali
The Empire of Mali - Mansa Musa - Extra History - Part 3,2018-04-28,1491062,26310.0,1339.0,4-Un2xx6Pzo,490.0,https://www.youtube.com/watch?v=4-Un2xx6Pzo,1695,63,The Empire of Mali
The Empire of Mali - The Cracks Begin to Show - Extra History - Part 4,2018-05-05,978733,19676.0,915.0,lkTF0TGBDNc,538.0,https://www.youtube.com/watch?v=lkTF0TGBDNc,1702,63,The Empire of Mali
The Empire of Mali - The Final Bloody Act - Extra History - Part 5,2018-05-12,845071,21099.0,1021.0,Mi79VdOCXGc,652.0,https://www.youtube.com/watch?v=Mi79VdOCXGc,1709,63,The Empire of Mali
The Empire of Mali - Lies - Extra History,2018-05-19,147738,3212.0,199.0,-DWZUvDleSQ,870.0,https://www.youtube.com/watch?v=-DWZUvDleSQ,1716,63,The Empire of Mali
The Field of the Cloth of Gold - Universal Peace - Extra History - Part 1,2020-05-28,841627,23351.0,975.0,bhi0aUQRoeg,619.0,https://www.youtube.com/watch?v=bhi0aUQRoeg,2456,52,The Field of the Cloth of Gold
The Field of the Cloth of Gold - Royal Frenemies - Extra History - Part 2,2020-06-04,579829,18762.0,611.0,yWt9N2ZNi3c,646.0,https://www.youtube.com/watch?v=yWt9N2ZNi3c,2463,52,The Field of the Cloth of Gold
The Haitian Revolution - The Slave Society - Extra History - Part 1,2020-01-18,1168204,31934.0,1247.0,tYGS8Ll5mw4,552.0,https://www.youtube.com/watch?v=tYGS8Ll5mw4,2325,53,The Haitian Revolution
The Haitian Revolution - The Long Fuse - Extra History - Part 2,2020-01-25,815692,22837.0,694.0,B-MV8gTNoC0,550.0,https://www.youtube.com/watch?v=B-MV8gTNoC0,2332,53,The Haitian Revolution
The Haitian Revolution - Fire and Freedom - Extra History - Part 3,2020-02-01,761749,21668.0,707.0,rqyygI_9DN8,548.0,https://www.youtube.com/watch?v=rqyygI_9DN8,2339,53,The Haitian Revolution
The Haitian Revolution - Liberation - Extra History - Part 4,2020-02-08,674053,20300.0,650.0,KfLskhmVd7k,572.0,https://www.youtube.com/watch?v=KfLskhmVd7k,2346,53,The Haitian Revolution
The Haitian Revolution - The War of Knives - Extra History - Part 5,2020-02-15,606108,18787.0,621.0,Yjerh4HM6Ro,587.0,https://www.youtube.com/watch?v=Yjerh4HM6Ro,2353,53,The Haitian Revolution
The Haitian Revolution - Roots of Liberty - Extra History - Part 6,2020-02-22,572048,20066.0,1288.0,-z0NqTEtJyg,560.0,https://www.youtube.com/watch?v=-z0NqTEtJyg,2360,53,The Haitian Revolution
The Haitian Revolution - Lies - Extra History,2020-02-29,112300,2974.0,172.0,oOeLmULRaco,1561.0,https://www.youtube.com/watch?v=oOeLmULRaco,2367,53,The Haitian Revolution
The History of Non-Euclidean Geometry - Sacred Geometry - Part 1 - Extra History,2018-05-26,1738029,39466.0,1821.0,nkvVR-sKJT8,437.0,https://www.youtube.com/watch?v=nkvVR-sKJT8,1723,62,The History of Non-Euclidean Geometry
The History of Non-Euclidean Geometry - The Great Quest  - Part 2 - Extra History,2018-06-02,1207163,30587.0,1460.0,vUWKMo5scKY,483.0,https://www.youtube.com/watch?v=vUWKMo5scKY,1730,62,The History of Non-Euclidean Geometry
The History of Non-Euclidean Geometry - Squaring the Circle - Part 3 - Extra History,2018-06-09,1000917,25290.0,1303.0,H74AayZkpXg,594.0,https://www.youtube.com/watch?v=H74AayZkpXg,1737,62,The History of Non-Euclidean Geometry
The History of Non-Euclidean Geometry - A Most Terrible Possibility - Part 4 - Extra History,2018-06-16,984696,23664.0,1227.0,i5goUkT1irw,472.0,https://www.youtube.com/watch?v=i5goUkT1irw,1744,62,The History of Non-Euclidean Geometry
The History of Non-Euclidean Geometry - The World We Know - Part 5 - Extra History,2018-06-23,865927,29645.0,1324.0,RJHi7xJV7QY,523.0,https://www.youtube.com/watch?v=RJHi7xJV7QY,1751,62,The History of Non-Euclidean Geometry
History of Non-Euclidean Geometry - Lies - Part 6 - Extra History - Part 6,2018-06-30,167535,3886.0,238.0,icpzi9sX_58,712.0,https://www.youtube.com/watch?v=icpzi9sX_58,1758,62,The History of Non-Euclidean Geometry
The History of Paper Money - Origins of Exchange - Extra History - Part 1,2016-10-01,3243492,47135.0,2072.0,-nZkP2b-4vo,494.0,https://www.youtube.com/watch?v=-nZkP2b-4vo,1121,75,The History of Paper Money
The History of Paper Money - Not Just Noodles - Extra History - Part 2,2016-10-08,2058460,31490.0,1041.0,rPHTmGjoe2k,466.0,https://www.youtube.com/watch?v=rPHTmGjoe2k,1128,75,The History of Paper Money
The History of Paper Money - Barebones Economy - Extra History - Part 3,2016-10-15,1725606,28143.0,1013.0,GKtNuzakzMA,452.0,https://www.youtube.com/watch?v=GKtNuzakzMA,1135,75,The History of Paper Money
The History of Paper Money - Lay Down the Law - Extra History - Part 4,2016-10-22,1564520,24700.0,990.0,lzH1p3t2oRE,516.0,https://www.youtube.com/watch?v=lzH1p3t2oRE,1142,75,The History of Paper Money
The History of Paper Money - Working out the Kinks - Extra History - Part 5,2016-10-29,1409667,23060.0,988.0,LrB9bS2VOLE,560.0,https://www.youtube.com/watch?v=LrB9bS2VOLE,1149,75,The History of Paper Money
The History of Paper Money - The Gold Standard - Extra History - Part 6,2016-11-05,1432458,30858.0,2005.0,GNo7MDN5-0g,600.0,https://www.youtube.com/watch?v=GNo7MDN5-0g,1156,75,The History of Paper Money
The History of Paper Money - Lies - Extra History,2016-11-12,390904,6595.0,965.0,s31ESRvR1p4,1823.0,https://www.youtube.com/watch?v=s31ESRvR1p4,1163,75,The History of Paper Money
The Inca Empire - Out of Thin Air - Extra History - Part 1,2019-08-24,1292415,31120.0,1202.0,I-9z_Jc81fw,601.0,https://www.youtube.com/watch?v=I-9z_Jc81fw,2178,56,The Inca Empire
The Inca Empire - Earth-Shaker - Extra History - Part 2,2019-08-31,852173,22459.0,731.0,y2JiCR3djFI,663.0,https://www.youtube.com/watch?v=y2JiCR3djFI,2185,56,The Inca Empire
The Inca Empire - Life of a Dead Emperor - Extra History - Part 3,2019-09-07,696083,18112.0,654.0,5D8mIYp1Qnc,589.0,https://www.youtube.com/watch?v=5D8mIYp1Qnc,2192,56,The Inca Empire
The Inca Empire - Andean Apocalypse - Extra History - Part 4,2019-09-14,604308,16918.0,586.0,DaVQA6cUQ9Q,621.0,https://www.youtube.com/watch?v=DaVQA6cUQ9Q,2199,56,The Inca Empire
The Inca Empire - A God Taken Hostage - Extra History - Part 5,2019-09-21,511242,16378.0,688.0,zHGWIKnCDtE,633.0,https://www.youtube.com/watch?v=zHGWIKnCDtE,2206,56,The Inca Empire
